idx,row,score,head,tail_label,in_validation,in_testing
3658,3658,-0.8141093254089355,Q80006_Computer_programming,Q2878974_Theoretical_computer_science,False,False
1669,1669,-0.8152759075164795,Q80006_Computer_programming,Q12483_Statistics,False,False
2722,2722,-0.8476041555404663,Q80006_Computer_programming,Q190087_Data_type,False,False
913,913,-0.8495774269104004,Q80006_Computer_programming,Q11216_Numerical_analysis,False,False
6070,6070,-0.8607906699180603,Q80006_Computer_programming,Q8087_Geometry,False,False
2626,2626,-0.8734862804412842,Q80006_Computer_programming,Q186152_Array_data_structure,False,False
1125,1125,-0.8922858834266663,Q80006_Computer_programming,Q1141518_Introduction_to_Algorithms,False,False
4622,4622,-0.9028145670890808,Q80006_Computer_programming,Q494756_Data_(computing),False,False
6175,6175,-0.911192774772644,Q80006_Computer_programming,Q833585_Foundations_of_mathematics,False,False
6355,6355,-0.9116203188896179,Q80006_Computer_programming,Q868299_Control_flow,False,False
5768,5768,-0.9265525341033936,Q80006_Computer_programming,Q7397_Computer_software,False,False
3937,3937,-0.9279899597167969,Q80006_Computer_programming,Q327069_Conditional_probability,False,False
4585,4585,-0.9419087767601013,Q80006_Computer_programming,Q486902_Mathematical_model,False,False
6136,6136,-0.9426597356796265,Q80006_Computer_programming,Q82571_Linear_algebra,False,False
4525,4525,-0.9450131058692932,Q80006_Computer_programming,Q47607_SQL,False,False
3297,3297,-0.9535927176475525,Q80006_Computer_programming,Q2407_C/C++_Programming,False,False
814,814,-0.9704911112785339,Q80006_Computer_programming,Q11023_engineering,False,False
4011,4011,-0.974409818649292,Q80006_Computer_programming,Q3435924_Computational_problem,False,False
6408,6408,-0.9771338105201721,Q80006_Computer_programming,Q8789_Cryptography,False,False
2451,2451,-0.999090313911438,Q80006_Computer_programming,Q176452_Finite-state_machine,False,False
2589,2589,-1.0004572868347168,Q80006_Computer_programming,Q184754_String_(computer_science),False,False
3071,3071,-1.0081101655960083,Q80006_Computer_programming,Q214526_Automata_theory,False,False
3378,3378,-1.0127031803131104,Q80006_Computer_programming,Q251_Java_(programming_language),False,False
1671,1671,-1.023441195487976,Q80006_Computer_programming,Q12503_Integer,False,False
5280,5280,-1.0314345359802246,Q80006_Computer_programming,Q638608_Software_development,False,False
3269,3269,-1.0379395484924316,Q80006_Computer_programming,Q2374463_Data_Science_Methodology,False,False
5914,5914,-1.0426949262619019,Q80006_Computer_programming,Q76592_Combinatorics,False,False
4037,4037,-1.044112205505371,Q80006_Computer_programming,Q35127_website,False,False
2754,2754,-1.0442441701889038,Q80006_Computer_programming,Q192588_Relational_database_management_system,False,False
809,809,-1.0448417663574219,Q80006_Computer_programming,Q11012_Robot,False,False
6631,6631,-1.0490041971206665,Q80006_Computer_programming,Q938438_Statistical_inference,False,False
1929,1929,-1.050577998161316,Q80006_Computer_programming,Q141495_Mathematical_optimization,False,False
1217,1217,-1.0534892082214355,Q80006_Computer_programming,Q11538_Mathematical_proof,False,False
2028,2028,-1.0539675951004028,Q80006_Computer_programming,Q149972_Calculus,False,False
2251,2251,-1.056288719177246,Q80006_Computer_programming,Q166142_Application_software,False,False
6615,6615,-1.0758652687072754,Q80006_Computer_programming,Q93312_OSI_model,False,False
2389,2389,-1.081398367881775,Q80006_Computer_programming,Q172491_Data_mining,False,False
3664,3664,-1.0857865810394287,Q80006_Computer_programming,Q28865_Python_(programming_language),False,False
2511,2511,-1.0892188549041748,Q80006_Computer_programming,Q179976_Recursion,False,False
3017,3017,-1.0964939594268799,Q80006_Computer_programming,Q210832_Statistical_hypothesis_testing,False,False
2231,2231,-1.0978665351867676,Q80006_Computer_programming,Q165194_Application_programming_interface,False,False
1095,1095,-1.0991454124450684,Q80006_Computer_programming,Q11368_Unix,False,False
2879,2879,-1.1069825887680054,Q80006_Computer_programming,Q2005_JavaScript,False,False
2454,2454,-1.1074527502059937,Q80006_Computer_programming,Q176645_Markov_process,False,False
6113,6113,-1.1085007190704346,Q80006_Computer_programming,Q818888_Computability,False,False
6147,6147,-1.116805911064148,Q80006_Computer_programming,Q827335_Abstract_data_type,False,False
3445,3445,-1.1191844940185547,Q80006_Computer_programming,Q264164_Recursion_(computer_science),False,False
2487,2487,-1.1193203926086426,Q80006_Computer_programming,Q178354_Reason,False,False
2401,2401,-1.1201237440109253,Q80006_Computer_programming,Q173212_Computer_architecture,False,False
4563,4563,-1.1212729215621948,Q80006_Computer_programming,Q483639_Cloud_computing,False,False
2984,2984,-1.129140019416809,Q80006_Computer_programming,Q208163_Signal_processing,False,False
3381,3381,-1.1397188901901245,Q80006_Computer_programming,Q2526135_Security,False,False
5386,5386,-1.1400090456008911,Q80006_Computer_programming,Q660848_Nonlinear_system,False,False
6374,6374,-1.1475106477737427,Q80006_Computer_programming,Q874709_Computational_geometry,False,False
4120,4120,-1.1475590467453003,Q80006_Computer_programming,Q37437_Syntax,False,False
2718,2718,-1.1543161869049072,Q80006_Computer_programming,Q189900_Information_security,False,False
4148,4148,-1.1545430421829224,Q80006_Computer_programming,Q380679_Dynamic_programming,False,False
4951,4951,-1.1618285179138184,Q80006_Computer_programming,Q575650_Rust_(programming_language),False,False
4442,4442,-1.1641613245010376,Q80006_Computer_programming,Q466_World_Wide_Web,False,False
3981,3981,-1.1702960729599,Q80006_Computer_programming,Q33742_Natural_language,False,False
4182,4182,-1.1760073900222778,Q80006_Computer_programming,Q388_Linux_Command_Line,False,False
5717,5717,-1.1783827543258667,Q80006_Computer_programming,Q730920_Problem_solving,False,False
2674,2674,-1.1798460483551025,Q80006_Computer_programming,Q188267_Programming_paradigm,False,False
1667,1667,-1.1799571514129639,Q80006_Computer_programming,Q12479_Number_theory,False,False
3903,3903,-1.188995599746704,Q80006_Computer_programming,Q319400_Modular_arithmetic,False,False
4213,4213,-1.19129478931427,Q80006_Computer_programming,Q3966_hardware,False,False
1268,1268,-1.1919440031051636,Q80006_Computer_programming,Q11661_Information_Technology,False,False
1529,1529,-1.194320797920227,Q80006_Computer_programming,Q117879_Floating_point,False,False
910,910,-1.1994602680206299,Q80006_Computer_programming,Q11214_Differential_equation,False,False
3538,3538,-1.2014297246932983,Q80006_Computer_programming,Q275596_Imperative_programming,False,False
6287,6287,-1.2077457904815674,Q80006_Computer_programming,Q852732_Proof_Theory,False,False
4078,4078,-1.2089149951934814,Q80006_Computer_programming,Q363874_Graph_(mathematics),False,False
3848,3848,-1.2139939069747925,Q80006_Computer_programming,Q30642_Natural_language_processing,False,False
6663,6663,-1.2218730449676514,Q80006_Computer_programming,Q94_Android_Development,False,False
1721,1721,-1.226374626159668,Q80006_Computer_programming,Q128392_Concurrent_computing,False,False
4035,4035,-1.2266168594360352,Q80006_Computer_programming,Q3510521_Computer_security,False,False
6402,6402,-1.2338064908981323,Q80006_Computer_programming,Q877977_Variable_(computer_science),False,False
2913,2913,-1.2356784343719482,Q80006_Computer_programming,Q2035437_Multivariable_Calculus,False,False
2136,2136,-1.237588882446289,Q80006_Computer_programming,Q15777_C_(programming_language),False,False
5713,5713,-1.2400379180908203,Q80006_Computer_programming,Q729271_Context-free_language,False,False
5910,5910,-1.2426451444625854,Q80006_Computer_programming,Q764810_Shared_memory,False,False
2870,2870,-1.2458281517028809,Q80006_Computer_programming,Q200125_Expected_value,False,False
3041,3041,-1.2466222047805786,Q80006_Computer_programming,Q212108_Authentication,False,False
6221,6221,-1.2474042177200317,Q80006_Computer_programming,Q840540_Relational_algebra,False,False
3782,3782,-1.2486176490783691,Q80006_Computer_programming,Q2974105_Digital_Circuit_Design,False,False
3039,3039,-0.6744725108146667,Q28865_Python_(programming_language),Q21198_Computer_science,False,False
6194,6194,-0.6876786947250366,Q28865_Python_(programming_language),Q8366_Algorithm,False,False
6534,6534,-0.726073145866394,Q28865_Python_(programming_language),Q9143_Programming_language,False,False
4207,4207,-0.7767425775527954,Q28865_Python_(programming_language),Q395_Mathematics,False,False
2931,2931,-0.7797439694404602,Q28865_Python_(programming_language),Q205084_Computational_complexity_theory,False,False
4338,4338,-0.7823873162269592,Q28865_Python_(programming_language),Q42848_Data,False,False
3394,3394,-0.7975035309791565,Q28865_Python_(programming_language),Q2539_Machine_learning,False,False
1267,1267,-0.8178584575653076,Q28865_Python_(programming_language),Q11660_Artificial_intelligence,False,False
2431,2431,-0.8314648270606995,Q28865_Python_(programming_language),Q175263_Data_structure,False,False
1644,1644,-0.8384883999824524,Q28865_Python_(programming_language),Q121416_Discrete_mathematics,False,False
1755,1755,-0.86259526014328,Q28865_Python_(programming_language),Q131476_Graph_theory,False,False
2769,2769,-0.8721151947975159,Q28865_Python_(programming_language),Q193076_Functional_programming,False,False
907,907,-0.9065710306167603,Q28865_Python_(programming_language),Q11205_Arithmetic,False,False
6058,6058,-0.9107131361961365,Q28865_Python_(programming_language),Q8078_Logic,False,False
1672,1672,-0.9218799471855164,Q28865_Python_(programming_language),Q12525525_Computation,False,False
6531,6531,-0.9302775263786316,Q28865_Python_(programming_language),Q9135_Operating_system,False,False
6283,6283,-0.9341257810592651,Q28865_Python_(programming_language),Q8513_Database_management_system,False,False
1736,1736,-0.9346838593482971,Q28865_Python_(programming_language),Q1301371_Computer_network,False,False
4981,4981,-0.9354908466339111,Q28865_Python_(programming_language),Q5862903_Probability_theory,False,False
4215,4215,-0.9376438856124878,Q28865_Python_(programming_language),Q3968_Algebra,False,False
3230,3230,-0.9414921998977661,Q28865_Python_(programming_language),Q232661_Parallel_computing,False,False
4770,4770,-0.9425830841064453,Q28865_Python_(programming_language),Q5300_Central_processing_unit,False,False
2504,2504,-0.9437981247901917,Q28865_Python_(programming_language),Q179310_Computing,False,False
6661,6661,-0.9460151791572571,Q28865_Python_(programming_language),Q9492_Probability,False,False
1526,1526,-0.9588173031806946,Q28865_Python_(programming_language),Q117801_Computational_science,False,False
4386,4386,-0.9623069167137146,Q28865_Python_(programming_language),Q44337_Matrix_(mathematics),False,False
4357,4357,-0.964948296546936,Q28865_Python_(programming_language),Q43260_Polynomial,False,False
2722,2722,-0.9661439657211304,Q28865_Python_(programming_language),Q190087_Data_type,False,False
2452,2452,-0.9720903635025024,Q28865_Python_(programming_language),Q176623_Random_variable,False,False
5891,5891,-0.9795299768447876,Q28865_Python_(programming_language),Q7600677_Computer_graphics,False,False
3658,3658,-0.9795903563499451,Q28865_Python_(programming_language),Q2878974_Theoretical_computer_science,False,False
3297,3297,-0.9817931652069092,Q28865_Python_(programming_language),Q2407_C/C++_Programming,False,False
6241,6241,-1.0042306184768677,Q28865_Python_(programming_language),Q844718_Theory_of_computation,False,False
913,913,-1.0145677328109741,Q28865_Python_(programming_language),Q11216_Numerical_analysis,False,False
6070,6070,-1.0281471014022827,Q28865_Python_(programming_language),Q8087_Geometry,False,False
6136,6136,-1.0316218137741089,Q28865_Python_(programming_language),Q82571_Linear_algebra,False,False
3963,3963,-1.03242027759552,Q28865_Python_(programming_language),Q333464_Analysis_of_algorithms,False,False
2626,2626,-1.0329606533050537,Q28865_Python_(programming_language),Q186152_Array_data_structure,False,False
1669,1669,-1.0451085567474365,Q28865_Python_(programming_language),Q12483_Statistics,False,False
3937,3937,-1.0497751235961914,Q28865_Python_(programming_language),Q327069_Conditional_probability,False,False
6077,6077,-1.0563147068023682,Q28865_Python_(programming_language),Q80993_Software_engineering,False,False
3378,3378,-1.062394380569458,Q28865_Python_(programming_language),Q251_Java_(programming_language),False,False
6355,6355,-1.0788872241973877,Q28865_Python_(programming_language),Q868299_Control_flow,False,False
1125,1125,-1.0981725454330444,Q28865_Python_(programming_language),Q1141518_Introduction_to_Algorithms,False,False
4585,4585,-1.1159712076187134,Q28865_Python_(programming_language),Q486902_Mathematical_model,False,False
4525,4525,-1.1226040124893188,Q28865_Python_(programming_language),Q47607_SQL,False,False
4622,4622,-1.1227718591690063,Q28865_Python_(programming_language),Q494756_Data_(computing),False,False
2028,2028,-1.1299018859863281,Q28865_Python_(programming_language),Q149972_Calculus,False,False
2451,2451,-1.1331508159637451,Q28865_Python_(programming_language),Q176452_Finite-state_machine,False,False
3664,3664,-1.1338907480239868,Q28865_Python_(programming_language),Q28865_Python_(programming_language),False,False
5768,5768,-1.1354283094406128,Q28865_Python_(programming_language),Q7397_Computer_software,False,False
3071,3071,-1.1391640901565552,Q28865_Python_(programming_language),Q214526_Automata_theory,False,False
5280,5280,-1.1407617330551147,Q28865_Python_(programming_language),Q638608_Software_development,False,False
4011,4011,-1.1412655115127563,Q28865_Python_(programming_language),Q3435924_Computational_problem,False,False
6175,6175,-1.1555345058441162,Q28865_Python_(programming_language),Q833585_Foundations_of_mathematics,False,False
814,814,-1.1610872745513916,Q28865_Python_(programming_language),Q11023_engineering,False,False
4037,4037,-1.1694622039794922,Q28865_Python_(programming_language),Q35127_website,False,False
1929,1929,-1.1732792854309082,Q28865_Python_(programming_language),Q141495_Mathematical_optimization,False,False
4951,4951,-1.1781573295593262,Q28865_Python_(programming_language),Q575650_Rust_(programming_language),False,False
2589,2589,-1.1805644035339355,Q28865_Python_(programming_language),Q184754_String_(computer_science),False,False
6408,6408,-1.1975284814834595,Q28865_Python_(programming_language),Q8789_Cryptography,False,False
5914,5914,-1.23209810256958,Q28865_Python_(programming_language),Q76592_Combinatorics,False,False
2879,2879,-1.2340383529663086,Q28865_Python_(programming_language),Q2005_JavaScript,False,False
6631,6631,-1.235590934753418,Q28865_Python_(programming_language),Q938438_Statistical_inference,False,False
2389,2389,-1.2366036176681519,Q28865_Python_(programming_language),Q172491_Data_mining,False,False
1217,1217,-1.237676739692688,Q28865_Python_(programming_language),Q11538_Mathematical_proof,False,False
1671,1671,-1.246205449104309,Q28865_Python_(programming_language),Q12503_Integer,False,False
3039,3039,-0.7933188080787659,Q2005_JavaScript,Q21198_Computer_science,False,False
6194,6194,-0.829643189907074,Q2005_JavaScript,Q8366_Algorithm,False,False
4207,4207,-0.8469055891036987,Q2005_JavaScript,Q395_Mathematics,False,False
4338,4338,-0.8616121411323547,Q2005_JavaScript,Q42848_Data,False,False
5488,5488,-0.8786458969116211,Q2005_JavaScript,Q68_Computer,False,True
2931,2931,-0.8958361148834229,Q2005_JavaScript,Q205084_Computational_complexity_theory,False,False
2431,2431,-0.9432003498077393,Q2005_JavaScript,Q175263_Data_structure,False,False
1267,1267,-0.9477592706680298,Q2005_JavaScript,Q11660_Artificial_intelligence,False,False
3394,3394,-0.9498346447944641,Q2005_JavaScript,Q2539_Machine_learning,False,False
1644,1644,-0.9707077741622925,Q2005_JavaScript,Q121416_Discrete_mathematics,False,False
6024,6024,-0.9891456961631775,Q2005_JavaScript,Q79872_Object-oriented_programming,False,False
1755,1755,-0.9943711757659912,Q2005_JavaScript,Q131476_Graph_theory,False,False
1526,1526,-1.0002703666687012,Q2005_JavaScript,Q117801_Computational_science,False,False
1672,1672,-1.0008336305618286,Q2005_JavaScript,Q12525525_Computation,False,False
4770,4770,-1.0061324834823608,Q2005_JavaScript,Q5300_Central_processing_unit,False,False
4357,4357,-1.0122690200805664,Q2005_JavaScript,Q43260_Polynomial,False,False
907,907,-1.0199923515319824,Q2005_JavaScript,Q11205_Arithmetic,False,False
4981,4981,-1.020063042640686,Q2005_JavaScript,Q5862903_Probability_theory,False,False
2769,2769,-1.0409942865371704,Q2005_JavaScript,Q193076_Functional_programming,False,False
1736,1736,-1.0530247688293457,Q2005_JavaScript,Q1301371_Computer_network,False,False
2452,2452,-1.0531193017959595,Q2005_JavaScript,Q176623_Random_variable,False,False
6531,6531,-1.0534594058990479,Q2005_JavaScript,Q9135_Operating_system,False,False
6058,6058,-1.0589489936828613,Q2005_JavaScript,Q8078_Logic,False,False
3230,3230,-1.0599327087402344,Q2005_JavaScript,Q232661_Parallel_computing,False,False
6661,6661,-1.0648088455200195,Q2005_JavaScript,Q9492_Probability,False,False
2504,2504,-1.0651189088821411,Q2005_JavaScript,Q179310_Computing,False,False
6283,6283,-1.0671825408935547,Q2005_JavaScript,Q8513_Database_management_system,False,False
4215,4215,-1.0703022480010986,Q2005_JavaScript,Q3968_Algebra,False,False
5891,5891,-1.0812515020370483,Q2005_JavaScript,Q7600677_Computer_graphics,False,False
2722,2722,-1.0934232473373413,Q2005_JavaScript,Q190087_Data_type,False,False
4386,4386,-1.1057486534118652,Q2005_JavaScript,Q44337_Matrix_(mathematics),False,False
4622,4622,-1.1222602128982544,Q2005_JavaScript,Q494756_Data_(computing),False,False
3963,3963,-1.123881459236145,Q2005_JavaScript,Q333464_Analysis_of_algorithms,False,False
913,913,-1.1312326192855835,Q2005_JavaScript,Q11216_Numerical_analysis,False,False
6241,6241,-1.132291555404663,Q2005_JavaScript,Q844718_Theory_of_computation,False,False
1125,1125,-1.1329880952835083,Q2005_JavaScript,Q1141518_Introduction_to_Algorithms,False,False
1669,1669,-1.1333203315734863,Q2005_JavaScript,Q12483_Statistics,False,False
6077,6077,-1.1489611864089966,Q2005_JavaScript,Q80993_Software_engineering,False,False
3658,3658,-1.1506046056747437,Q2005_JavaScript,Q2878974_Theoretical_computer_science,False,False
3937,3937,-1.1578524112701416,Q2005_JavaScript,Q327069_Conditional_probability,False,False
2626,2626,-1.1653671264648438,Q2005_JavaScript,Q186152_Array_data_structure,False,False
3297,3297,-1.1755363941192627,Q2005_JavaScript,Q2407_C/C++_Programming,False,False
6136,6136,-1.1770970821380615,Q2005_JavaScript,Q82571_Linear_algebra,False,False
6070,6070,-1.182294487953186,Q2005_JavaScript,Q8087_Geometry,False,False
2879,2879,-1.1902066469192505,Q2005_JavaScript,Q2005_JavaScript,False,False
3378,3378,-1.221364140510559,Q2005_JavaScript,Q251_Java_(programming_language),False,False
4525,4525,-1.2338651418685913,Q2005_JavaScript,Q47607_SQL,False,False
6175,6175,-1.2454496622085571,Q2005_JavaScript,Q833585_Foundations_of_mathematics,False,False
6534,6534,-1.1520332098007202,Q11255_MS-Office,Q9143_Programming_language,False,False
5488,5488,-1.1542993783950806,Q11255_MS-Office,Q68_Computer,False,False
3039,3039,-1.1684409379959106,Q11255_MS-Office,Q21198_Computer_science,False,False
6194,6194,-1.1791974306106567,Q11255_MS-Office,Q8366_Algorithm,False,False
6030,6030,-1.188659906387329,Q11255_MS-Office,Q80006_Computer_programming,False,False
4338,4338,-1.1963868141174316,Q11255_MS-Office,Q42848_Data,False,False
2931,2931,-1.2074713706970215,Q11255_MS-Office,Q205084_Computational_complexity_theory,False,False
4207,4207,-1.213181495666504,Q11255_MS-Office,Q395_Mathematics,False,False
2452,2452,-1.2392328977584839,Q11255_MS-Office,Q176623_Random_variable,False,False
3039,3039,-0.8631519079208374,Q251_Java_(programming_language),Q21198_Computer_science,False,False
6194,6194,-0.9215771555900574,Q251_Java_(programming_language),Q8366_Algorithm,False,False
4207,4207,-0.9701973795890808,Q251_Java_(programming_language),Q395_Mathematics,False,False
5488,5488,-0.9752253293991089,Q251_Java_(programming_language),Q68_Computer,False,True
2931,2931,-0.9976056218147278,Q251_Java_(programming_language),Q205084_Computational_complexity_theory,False,False
2431,2431,-1.0058934688568115,Q251_Java_(programming_language),Q175263_Data_structure,False,True
3394,3394,-1.021124243736267,Q251_Java_(programming_language),Q2539_Machine_learning,False,False
1267,1267,-1.0506080389022827,Q251_Java_(programming_language),Q11660_Artificial_intelligence,False,False
4338,4338,-1.0541287660598755,Q251_Java_(programming_language),Q42848_Data,False,False
907,907,-1.0676729679107666,Q251_Java_(programming_language),Q11205_Arithmetic,False,False
1755,1755,-1.0724103450775146,Q251_Java_(programming_language),Q131476_Graph_theory,False,False
2769,2769,-1.078265905380249,Q251_Java_(programming_language),Q193076_Functional_programming,False,False
1672,1672,-1.0841244459152222,Q251_Java_(programming_language),Q12525525_Computation,False,False
4981,4981,-1.092510461807251,Q251_Java_(programming_language),Q5862903_Probability_theory,False,False
6531,6531,-1.0985167026519775,Q251_Java_(programming_language),Q9135_Operating_system,False,False
3230,3230,-1.104195237159729,Q251_Java_(programming_language),Q232661_Parallel_computing,False,False
1644,1644,-1.105218529701233,Q251_Java_(programming_language),Q121416_Discrete_mathematics,False,False
4215,4215,-1.124192237854004,Q251_Java_(programming_language),Q3968_Algebra,False,False
2452,2452,-1.1243549585342407,Q251_Java_(programming_language),Q176623_Random_variable,False,False
1736,1736,-1.134028673171997,Q251_Java_(programming_language),Q1301371_Computer_network,False,False
5891,5891,-1.1353285312652588,Q251_Java_(programming_language),Q7600677_Computer_graphics,False,False
1526,1526,-1.1421326398849487,Q251_Java_(programming_language),Q117801_Computational_science,False,False
6058,6058,-1.1434330940246582,Q251_Java_(programming_language),Q8078_Logic,False,False
4770,4770,-1.149207592010498,Q251_Java_(programming_language),Q5300_Central_processing_unit,False,False
6283,6283,-1.1518014669418335,Q251_Java_(programming_language),Q8513_Database_management_system,False,False
2504,2504,-1.1522735357284546,Q251_Java_(programming_language),Q179310_Computing,False,False
4386,4386,-1.1564574241638184,Q251_Java_(programming_language),Q44337_Matrix_(mathematics),False,False
4357,4357,-1.159500002861023,Q251_Java_(programming_language),Q43260_Polynomial,False,False
3378,3378,-1.1676687002182007,Q251_Java_(programming_language),Q251_Java_(programming_language),False,False
6070,6070,-1.185851812362671,Q251_Java_(programming_language),Q8087_Geometry,False,False
1669,1669,-1.2037614583969116,Q251_Java_(programming_language),Q12483_Statistics,False,False
6241,6241,-1.2038698196411133,Q251_Java_(programming_language),Q844718_Theory_of_computation,False,False
6661,6661,-1.2051458358764648,Q251_Java_(programming_language),Q9492_Probability,False,False
3658,3658,-1.2065809965133667,Q251_Java_(programming_language),Q2878974_Theoretical_computer_science,False,False
3297,3297,-1.2205029726028442,Q251_Java_(programming_language),Q2407_C/C++_Programming,False,False
6077,6077,-1.221451759338379,Q251_Java_(programming_language),Q80993_Software_engineering,False,False
3963,3963,-1.2232427597045898,Q251_Java_(programming_language),Q333464_Analysis_of_algorithms,False,False
2722,2722,-1.2394376993179321,Q251_Java_(programming_language),Q190087_Data_type,False,False
6194,6194,-0.7303977012634277,Q47607_SQL,Q8366_Algorithm,False,False
5488,5488,-0.7655320167541504,Q47607_SQL,Q68_Computer,False,False
6534,6534,-0.7818993926048279,Q47607_SQL,Q9143_Programming_language,False,True
4207,4207,-0.8071715831756592,Q47607_SQL,Q395_Mathematics,False,False
2931,2931,-0.8127784729003906,Q47607_SQL,Q205084_Computational_complexity_theory,False,False
3394,3394,-0.8255325555801392,Q47607_SQL,Q2539_Machine_learning,False,False
4338,4338,-0.8551859259605408,Q47607_SQL,Q42848_Data,False,False
6024,6024,-0.8635921478271484,Q47607_SQL,Q79872_Object-oriented_programming,False,False
907,907,-0.8676578998565674,Q47607_SQL,Q11205_Arithmetic,False,False
2431,2431,-0.8862838745117188,Q47607_SQL,Q175263_Data_structure,False,False
1644,1644,-0.8928816914558411,Q47607_SQL,Q121416_Discrete_mathematics,False,False
4770,4770,-0.8942002654075623,Q47607_SQL,Q5300_Central_processing_unit,False,False
1267,1267,-0.894324004650116,Q47607_SQL,Q11660_Artificial_intelligence,False,False
1672,1672,-0.8948226571083069,Q47607_SQL,Q12525525_Computation,False,False
1755,1755,-0.9017387628555298,Q47607_SQL,Q131476_Graph_theory,False,False
4981,4981,-0.9145861268043518,Q47607_SQL,Q5862903_Probability_theory,False,False
1526,1526,-0.9191781878471375,Q47607_SQL,Q117801_Computational_science,False,False
2769,2769,-0.9230085611343384,Q47607_SQL,Q193076_Functional_programming,False,False
6531,6531,-0.9304623007774353,Q47607_SQL,Q9135_Operating_system,False,False
1736,1736,-0.9433243274688721,Q47607_SQL,Q1301371_Computer_network,False,False
2452,2452,-0.9469506144523621,Q47607_SQL,Q176623_Random_variable,False,False
4386,4386,-0.9501079320907593,Q47607_SQL,Q44337_Matrix_(mathematics),False,False
5891,5891,-0.9592832922935486,Q47607_SQL,Q7600677_Computer_graphics,False,False
6058,6058,-0.9731121063232422,Q47607_SQL,Q8078_Logic,False,False
4215,4215,-0.9824264645576477,Q47607_SQL,Q3968_Algebra,False,False
6283,6283,-0.987079918384552,Q47607_SQL,Q8513_Database_management_system,False,True
4525,4525,-0.9904890060424805,Q47607_SQL,Q47607_SQL,False,False
2722,2722,-0.9943906664848328,Q47607_SQL,Q190087_Data_type,False,False
4357,4357,-0.9981448650360107,Q47607_SQL,Q43260_Polynomial,False,False
1669,1669,-1.0027270317077637,Q47607_SQL,Q12483_Statistics,False,False
2504,2504,-1.00588858127594,Q47607_SQL,Q179310_Computing,False,False
1125,1125,-1.0141469240188599,Q47607_SQL,Q1141518_Introduction_to_Algorithms,False,False
6070,6070,-1.0200895071029663,Q47607_SQL,Q8087_Geometry,False,False
3658,3658,-1.0283499956130981,Q47607_SQL,Q2878974_Theoretical_computer_science,False,False
6661,6661,-1.0301003456115723,Q47607_SQL,Q9492_Probability,False,False
3963,3963,-1.031190037727356,Q47607_SQL,Q333464_Analysis_of_algorithms,False,False
3230,3230,-1.0339033603668213,Q47607_SQL,Q232661_Parallel_computing,False,False
913,913,-1.0392718315124512,Q47607_SQL,Q11216_Numerical_analysis,False,False
6077,6077,-1.0655487775802612,Q47607_SQL,Q80993_Software_engineering,False,False
6241,6241,-1.06998610496521,Q47607_SQL,Q844718_Theory_of_computation,False,False
2626,2626,-1.0835421085357666,Q47607_SQL,Q186152_Array_data_structure,False,False
6136,6136,-1.0936545133590698,Q47607_SQL,Q82571_Linear_algebra,False,False
4011,4011,-1.109850525856018,Q47607_SQL,Q3435924_Computational_problem,False,False
