idx,row,score,head,tail_label,in_validation,in_testing
3658,3658,-0.8141093254089355,Q80006_Computer_programming,Q2878974_Theoretical_computer_science,False,False
1669,1669,-0.8152759075164795,Q80006_Computer_programming,Q12483_Statistics,False,False
2722,2722,-0.8476041555404663,Q80006_Computer_programming,Q190087_Data_type,False,False
913,913,-0.8495774269104004,Q80006_Computer_programming,Q11216_Numerical_analysis,False,False
6070,6070,-0.8607906699180603,Q80006_Computer_programming,Q8087_Geometry,False,False
2626,2626,-0.8734862804412842,Q80006_Computer_programming,Q186152_Array_data_structure,False,False
1125,1125,-0.8922858834266663,Q80006_Computer_programming,Q1141518_Introduction_to_Algorithms,False,False
4622,4622,-0.9028145670890808,Q80006_Computer_programming,Q494756_Data_(computing),False,False
6175,6175,-0.911192774772644,Q80006_Computer_programming,Q833585_Foundations_of_mathematics,False,False
6355,6355,-0.9116203188896179,Q80006_Computer_programming,Q868299_Control_flow,False,False
5768,5768,-0.9265525341033936,Q80006_Computer_programming,Q7397_Computer_software,False,False
3937,3937,-0.9279899597167969,Q80006_Computer_programming,Q327069_Conditional_probability,False,False
4585,4585,-0.9419087767601013,Q80006_Computer_programming,Q486902_Mathematical_model,False,False
6136,6136,-0.9426597356796265,Q80006_Computer_programming,Q82571_Linear_algebra,False,False
4525,4525,-0.9450131058692932,Q80006_Computer_programming,Q47607_SQL,False,False
3297,3297,-0.9535927176475525,Q80006_Computer_programming,Q2407_C/C++_Programming,False,False
814,814,-0.9704911112785339,Q80006_Computer_programming,Q11023_engineering,False,False
4011,4011,-0.974409818649292,Q80006_Computer_programming,Q3435924_Computational_problem,False,False
6408,6408,-0.9771338105201721,Q80006_Computer_programming,Q8789_Cryptography,False,False
2451,2451,-0.999090313911438,Q80006_Computer_programming,Q176452_Finite-state_machine,False,False
2589,2589,-1.0004572868347168,Q80006_Computer_programming,Q184754_String_(computer_science),False,False
3071,3071,-1.0081101655960083,Q80006_Computer_programming,Q214526_Automata_theory,False,False
3378,3378,-1.0127031803131104,Q80006_Computer_programming,Q251_Java_(programming_language),False,False
1671,1671,-1.023441195487976,Q80006_Computer_programming,Q12503_Integer,False,False
5280,5280,-1.0314345359802246,Q80006_Computer_programming,Q638608_Software_development,False,False
3269,3269,-1.0379395484924316,Q80006_Computer_programming,Q2374463_Data_Science_Methodology,False,False
5914,5914,-1.0426949262619019,Q80006_Computer_programming,Q76592_Combinatorics,False,False
4037,4037,-1.044112205505371,Q80006_Computer_programming,Q35127_website,False,False
2754,2754,-1.0442441701889038,Q80006_Computer_programming,Q192588_Relational_database_management_system,False,False
809,809,-1.0448417663574219,Q80006_Computer_programming,Q11012_Robot,False,False
6631,6631,-1.0490041971206665,Q80006_Computer_programming,Q938438_Statistical_inference,False,False
1929,1929,-1.050577998161316,Q80006_Computer_programming,Q141495_Mathematical_optimization,False,False
1217,1217,-1.0534892082214355,Q80006_Computer_programming,Q11538_Mathematical_proof,False,False
2028,2028,-1.0539675951004028,Q80006_Computer_programming,Q149972_Calculus,False,False
2251,2251,-1.056288719177246,Q80006_Computer_programming,Q166142_Application_software,False,False
6615,6615,-1.0758652687072754,Q80006_Computer_programming,Q93312_OSI_model,False,False
2389,2389,-1.081398367881775,Q80006_Computer_programming,Q172491_Data_mining,False,False
3664,3664,-1.0857865810394287,Q80006_Computer_programming,Q28865_Python_(programming_language),False,False
2511,2511,-1.0892188549041748,Q80006_Computer_programming,Q179976_Recursion,False,False
3017,3017,-1.0964939594268799,Q80006_Computer_programming,Q210832_Statistical_hypothesis_testing,False,False
2231,2231,-1.0978665351867676,Q80006_Computer_programming,Q165194_Application_programming_interface,False,False
1095,1095,-1.0991454124450684,Q80006_Computer_programming,Q11368_Unix,False,False
2879,2879,-1.1069825887680054,Q80006_Computer_programming,Q2005_JavaScript,False,False
2454,2454,-1.1074527502059937,Q80006_Computer_programming,Q176645_Markov_process,False,False
6113,6113,-1.1085007190704346,Q80006_Computer_programming,Q818888_Computability,False,False
6147,6147,-1.116805911064148,Q80006_Computer_programming,Q827335_Abstract_data_type,False,False
3445,3445,-1.1191844940185547,Q80006_Computer_programming,Q264164_Recursion_(computer_science),False,False
2487,2487,-1.1193203926086426,Q80006_Computer_programming,Q178354_Reason,False,False
2401,2401,-1.1201237440109253,Q80006_Computer_programming,Q173212_Computer_architecture,False,False
4563,4563,-1.1212729215621948,Q80006_Computer_programming,Q483639_Cloud_computing,False,False
2984,2984,-1.129140019416809,Q80006_Computer_programming,Q208163_Signal_processing,False,False
3381,3381,-1.1397188901901245,Q80006_Computer_programming,Q2526135_Security,False,False
5386,5386,-1.1400090456008911,Q80006_Computer_programming,Q660848_Nonlinear_system,False,False
6374,6374,-1.1475106477737427,Q80006_Computer_programming,Q874709_Computational_geometry,False,False
4120,4120,-1.1475590467453003,Q80006_Computer_programming,Q37437_Syntax,False,False
2718,2718,-1.1543161869049072,Q80006_Computer_programming,Q189900_Information_security,False,False
4148,4148,-1.1545430421829224,Q80006_Computer_programming,Q380679_Dynamic_programming,False,False
4951,4951,-1.1618285179138184,Q80006_Computer_programming,Q575650_Rust_(programming_language),False,False
4442,4442,-1.1641613245010376,Q80006_Computer_programming,Q466_World_Wide_Web,False,False
3981,3981,-1.1702960729599,Q80006_Computer_programming,Q33742_Natural_language,False,False
4182,4182,-1.1760073900222778,Q80006_Computer_programming,Q388_Linux_Command_Line,False,False
5717,5717,-1.1783827543258667,Q80006_Computer_programming,Q730920_Problem_solving,False,False
2674,2674,-1.1798460483551025,Q80006_Computer_programming,Q188267_Programming_paradigm,False,False
1667,1667,-1.1799571514129639,Q80006_Computer_programming,Q12479_Number_theory,False,False
3903,3903,-1.188995599746704,Q80006_Computer_programming,Q319400_Modular_arithmetic,False,False
4213,4213,-1.19129478931427,Q80006_Computer_programming,Q3966_hardware,False,False
1268,1268,-1.1919440031051636,Q80006_Computer_programming,Q11661_Information_Technology,False,False
1529,1529,-1.194320797920227,Q80006_Computer_programming,Q117879_Floating_point,False,False
910,910,-1.1994602680206299,Q80006_Computer_programming,Q11214_Differential_equation,False,False
3538,3538,-1.2014297246932983,Q80006_Computer_programming,Q275596_Imperative_programming,False,False
6287,6287,-1.2077457904815674,Q80006_Computer_programming,Q852732_Proof_Theory,False,False
4078,4078,-1.2089149951934814,Q80006_Computer_programming,Q363874_Graph_(mathematics),False,False
3848,3848,-1.2139939069747925,Q80006_Computer_programming,Q30642_Natural_language_processing,False,False
6663,6663,-1.2218730449676514,Q80006_Computer_programming,Q94_Android_Development,False,False
1721,1721,-1.226374626159668,Q80006_Computer_programming,Q128392_Concurrent_computing,False,False
4035,4035,-1.2266168594360352,Q80006_Computer_programming,Q3510521_Computer_security,False,False
6402,6402,-1.2338064908981323,Q80006_Computer_programming,Q877977_Variable_(computer_science),False,False
2913,2913,-1.2356784343719482,Q80006_Computer_programming,Q2035437_Multivariable_Calculus,False,False
2136,2136,-1.237588882446289,Q80006_Computer_programming,Q15777_C_(programming_language),False,False
5713,5713,-1.2400379180908203,Q80006_Computer_programming,Q729271_Context-free_language,False,False
5910,5910,-1.2426451444625854,Q80006_Computer_programming,Q764810_Shared_memory,False,False
2870,2870,-1.2458281517028809,Q80006_Computer_programming,Q200125_Expected_value,False,False
3041,3041,-1.2466222047805786,Q80006_Computer_programming,Q212108_Authentication,False,False
6221,6221,-1.2474042177200317,Q80006_Computer_programming,Q840540_Relational_algebra,False,False
3782,3782,-1.2486176490783691,Q80006_Computer_programming,Q2974105_Digital_Circuit_Design,False,False
2584,2584,-1.2515218257904053,Q80006_Computer_programming,Q184609_Expert_system,False,False
5890,5890,-1.2531300783157349,Q80006_Computer_programming,Q75_Internet,False,False
2696,2696,-1.2562315464019775,Q80006_Computer_programming,Q189210_Design_a_web_application,False,False
4575,4575,-1.257472038269043,Q80006_Computer_programming,Q48493_iOS_Game_Development,False,False
3189,3189,-1.2598563432693481,Q80006_Computer_programming,Q22725_Routing,False,False
3539,3539,-1.265084981918335,Q80006_Computer_programming,Q275603_Logic_programming,False,False
1913,1913,-1.2652064561843872,Q80006_Computer_programming,Q14116_Basic_understanding_of_macOS_helpful,False,False
6304,6304,-1.2675565481185913,Q80006_Computer_programming,Q857102_Software_design,False,False
2882,2882,-1.2695873975753784,Q80006_Computer_programming,Q200694_Propositional_calculus,False,False
2679,2679,-1.2696733474731445,Q80006_Computer_programming,Q188522_Software_testing,False,False
3973,3973,-1.272536039352417,Q80006_Computer_programming,Q33521_Applied_Mathematics,False,False
2360,2360,-1.2777448892593384,Q80006_Computer_programming,Q170978_Robotics,False,False
2205,2205,-1.2824819087982178,Q80006_Computer_programming,Q163310_Turing_machine,False,False
6428,6428,-1.2870209217071533,Q80006_Computer_programming,Q8811_HTML,False,False
3994,3994,-1.2892571687698364,Q80006_Computer_programming,Q34010_Haskell_(programming_language),False,False
2845,2845,-1.2951605319976807,Q80006_Computer_programming,Q19841877_VSCode,False,False
6262,6262,-1.2973597049713135,Q80006_Computer_programming,Q848010_Database_transaction,False,False
5942,5942,-1.2980619668960571,Q80006_Computer_programming,Q7754_Calculus,False,False
2854,2854,-1.2995483875274658,Q80006_Computer_programming,Q1988917_Data_analysis,False,False
6032,6032,-1.301750898361206,Q80006_Computer_programming,Q80091_Integral,False,False
2858,2858,-1.3029142618179321,Q80006_Computer_programming,Q19900_Oracle,False,False
2488,2488,-1.3037185668945312,Q80006_Computer_programming,Q178377_Mathematical_induction,False,False
3274,3274,-1.304063081741333,Q80006_Computer_programming,Q23808_Interface_(computing),False,False
1904,1904,-1.3046355247497559,Q80006_Computer_programming,Q1406_Windows_Programming,False,False
894,894,-1.3060649633407593,Q80006_Computer_programming,Q1116876_Scientific_modelling,False,False
1748,1748,-1.3074795007705688,Q80006_Computer_programming,Q131187,False,False
2999,2999,-1.3093417882919312,Q80006_Computer_programming,Q2089905_circuit_theory,False,False
2145,2145,-1.310386061668396,Q80006_Computer_programming,Q15836568_Protocol,False,False
1945,1945,-1.3110483884811401,Q80006_Computer_programming,Q1427251_Lock_(computer_science),False,False
1547,1547,-1.3123496770858765,Q80006_Computer_programming,Q11862829,False,False
5064,5064,-1.312374472618103,Q80006_Computer_programming,Q59_Hypertext_Preprocessor_(PHP),False,False
4429,4429,-1.3149696588516235,Q80006_Computer_programming,Q460584_Scala,False,False
2215,2215,-1.3161998987197876,Q80006_Computer_programming,Q16387_Information_Science,False,False
4080,4080,-1.3162227869033813,Q80006_Computer_programming,Q364_Github,False,False
4112,4112,-1.3175318241119385,Q80006_Computer_programming,Q373045_Formal_grammar,False,False
2365,2365,-1.3183711767196655,Q80006_Computer_programming,Q17118377_Swift_5,False,False
1775,1775,-1.3199557065963745,Q80006_Computer_programming,Q132364_Communications_protocol,False,False
262,262,-1.3202881813049316,Q80006_Computer_programming,Q101333_Mechanical_engineering,False,False
4154,4154,-1.3215234279632568,Q80006_Computer_programming,Q3816639_Kotlin_Playground,False,False
1762,1762,-1.3228228092193604,Q80006_Computer_programming,Q131723_Bitcoin,False,False
1083,1083,-1.3228349685668945,Q80006_Computer_programming,Q11351_organic_chemistry,False,False
6244,6244,-1.330931544303894,Q80006_Computer_programming,Q845739_Query_language,False,False
1204,1204,-1.331371784210205,Q80006_Computer_programming,Q1152135_Unsupervised_learning,False,False
4460,4460,-1.3331743478775024,Q80006_Computer_programming,Q47146_User_interface,False,False
4827,4827,-1.3388310670852661,Q80006_Computer_programming,Q5482740_Programmer,False,False
6220,6220,-1.346716046333313,Q80006_Computer_programming,Q840410_Powershell,False,False
3226,3226,-1.3479558229446411,Q80006_Computer_programming,Q2321565_Iterative_method,False,False
295,295,-1.3521580696105957,Q80006_Computer_programming,Q1034415_Scope_(computer_science),False,False
1572,1572,-1.3545477390289307,Q80006_Computer_programming,Q1191981_Shading,False,False
4111,4111,-1.3567547798156738,Q80006_Computer_programming,Q37227_GO,False,False
6957,6957,-1.3568085432052612,Q80006_Computer_programming,Q978185_Typescript,False,False
2964,2964,-1.3573014736175537,Q80006_Computer_programming,Q207316_Lua,False,False
3267,3267,-1.3580260276794434,Q80006_Computer_programming,Q2370_C_Sharp_(C#)_(Programming_Language),False,False
2767,2767,-1.3625245094299316,Q80006_Computer_programming,Q193040_Embedded_system,False,False
1163,1163,-1.3679591417312622,Q80006_Computer_programming,Q11473,False,False
2445,2445,-1.3724459409713745,Q80006_Computer_programming,Q176165_SQL_&_RDBMS,False,False
2591,2591,-1.3726999759674072,Q80006_Computer_programming,Q184793_Computer-Aided_Design_(CAD),False,False
3103,3103,-1.3738036155700684,Q80006_Computer_programming,Q216861_Calculus_of_variations,False,False
2237,2237,-1.3766058683395386,Q80006_Computer_programming,Q165436_Assembly_language,False,False
2181,2181,-1.3769739866256714,Q80006_Computer_programming,Q161053_Ruby_(Programming_Language),False,False
1855,1855,-1.3772268295288086,Q80006_Computer_programming,Q13636890,False,False
2490,2490,-1.3776190280914307,Q80006_Computer_programming,Q178546_Determinants,False,False
2529,2529,-1.3779021501541138,Q80006_Computer_programming,Q181156_Design_pattern_(computer_science),False,False
2966,2966,-1.3790764808654785,Q80006_Computer_programming,Q207434_Human-computer_interaction,False,False
2954,2954,-1.3802063465118408,Q80006_Computer_programming,Q207011_Neurology,False,False
4308,4308,-1.3823609352111816,Q80006_Computer_programming,Q4182287_Web_search_engine,False,False
2475,2475,-1.3826961517333984,Q80006_Computer_programming,Q177929_Stack_(data_structure),False,False
4189,4189,-1.3865694999694824,Q80006_Computer_programming,Q39072,False,False
6139,6139,-1.387563705444336,Q80006_Computer_programming,Q82604_Design,False,False
4236,4236,-1.388297200202942,Q80006_Computer_programming,Q40276_Multiplication,False,False
2461,2461,-1.389739751815796,Q80006_Computer_programming,Q176953_Rendering_(computer_graphics),False,False
624,624,-1.390191912651062,Q80006_Computer_programming,Q1070689_Image_processing,False,False
3321,3321,-1.3961092233657837,Q80006_Computer_programming,Q245652_ensembling,False,False
6090,6090,-1.397033452987671,Q80006_Computer_programming,Q8134_Economics,False,False
6516,6516,-1.397826910018921,Q80006_Computer_programming,Q909510,False,False
1270,1270,-1.3985549211502075,Q80006_Computer_programming,Q1166618_Mathematical_Logic,False,False
4512,4512,-1.4019689559936523,Q80006_Computer_programming,Q47506_Compiler,False,False
3967,3967,-1.4021836519241333,Q80006_Computer_programming,Q334384_Supervised_Machine_Learning,False,False
5783,5783,-1.4032548666000366,Q80006_Computer_programming,Q74304_Least_squares,False,False
3273,3273,-1.4073764085769653,Q80006_Computer_programming,Q23793561_Xgboost,False,False
1751,1751,-1.4077740907669067,Q80006_Computer_programming,Q131222_Information_theory,False,False
1803,1803,-1.4084266424179077,Q80006_Computer_programming,Q134067_Microsoft_Visual_Studio,False,False
4803,4803,-1.408782958984375,Q80006_Computer_programming,Q541691_SonarQube,False,False
3286,3286,-1.4096102714538574,Q80006_Computer_programming,Q2393193_Time_complexity,False,False
2453,2453,-1.4141751527786255,Q80006_Computer_programming,Q176640_Randomness,False,False
2208,2208,-1.4144443273544312,Q80006_Computer_programming,Q16338_Personal_computer,False,False
6983,6983,-1.4148244857788086,Q80006_Computer_programming,Q989632_Network_security,False,False
3936,3936,-1.4163880348205566,Q80006_Computer_programming,Q327008_Image_Processing,False,False
4544,4544,-1.416482925415039,Q80006_Computer_programming,Q478798_Image,False,False
920,920,-1.4178674221038818,Q80006_Computer_programming,Q1122491_Computation,False,False
2731,2731,-1.4201276302337646,Q80006_Computer_programming,Q190524_Eigenvalues_and_eigenvectors,False,False
618,618,-1.4209520816802979,Q80006_Computer_programming,Q1068715_Telecommunications_network,False,False
3165,3165,-1.4210532903671265,Q80006_Computer_programming,Q224055_Abstraction_(computer_science),False,False
4330,4330,-1.423231840133667,Q80006_Computer_programming,Q42478_Perl,False,False
1856,1856,-1.4273722171783447,Q80006_Computer_programming,Q13649246_Uncertainty,False,False
2952,2952,-1.4294006824493408,Q80006_Computer_programming,Q206904_R_and_RStudio,False,False
4284,4284,-1.4294331073760986,Q80006_Computer_programming,Q41217,False,False
1146,1146,-1.4296776056289673,Q80006_Computer_programming,Q11456_semiconductor,False,False
3050,3050,-1.4304248094558716,Q80006_Computer_programming,Q213092_Thread_(computer_science),False,False
1118,1118,-1.4326072931289673,Q80006_Computer_programming,Q11406,False,False
3514,3514,-1.4339669942855835,Q80006_Computer_programming,Q272404_Finite_set,False,False
1752,1752,-1.435752511024475,Q80006_Computer_programming,Q131382_Vim,False,False
3298,3298,-1.435872197151184,Q80006_Computer_programming,Q241317,False,False
1974,1974,-1.4374375343322754,Q80006_Computer_programming,Q14579_Linux_kernel,False,False
6399,6399,-1.437558889389038,Q80006_Computer_programming,Q8777_GET_&_POST,False,False
4962,4962,-1.4399902820587158,Q80006_Computer_programming,Q580427_Index_(database),False,False
4261,4261,-1.4423950910568237,Q80006_Computer_programming,Q4055684_Predicate_logic,False,False
1168,1168,-1.4433523416519165,Q80006_Computer_programming,Q11476_Kinematics,False,False
2615,2615,-1.4496307373046875,Q80006_Computer_programming,Q186055_Git_and_GitHub,False,False
3100,3100,-1.4504870176315308,Q80006_Computer_programming,Q216601_Object_(computer_science),False,False
336,336,-1.4510709047317505,Q80006_Computer_programming,Q1047554_Mutual_exclusion,False,False
4420,4420,-1.4605560302734375,Q80006_Computer_programming,Q456157_Amazon_AWS,False,False
6278,6278,-1.4655776023864746,Q80006_Computer_programming,Q850_MySQL,False,False
5878,5878,-1.466748833656311,Q80006_Computer_programming,Q7573619_Apache_Spark,False,False
6639,6639,-1.4673998355865479,Q80006_Computer_programming,Q9418,False,False
6185,6185,-1.4678683280944824,Q80006_Computer_programming,Q835922_Lexical_analysis,False,False
4579,4579,-1.4685113430023193,Q80006_Computer_programming,Q485396_Analytics,False,False
3092,3092,-1.4690479040145874,Q80006_Computer_programming,Q21614124_Electron,False,False
820,820,-1.4692285060882568,Q80006_Computer_programming,Q11024_Communication,False,False
3155,3155,-1.4696636199951172,Q80006_Computer_programming,Q223335_Structured_programming,False,False
4345,4345,-1.4743369817733765,Q80006_Computer_programming,Q43015_Finance_&_Accounting,False,False
2701,2701,-1.4792604446411133,Q80006_Computer_programming,Q189248_Bash_(Unix_Shell),False,False
2399,2399,-1.4801251888275146,Q80006_Computer_programming,Q173156_Digital_electronics,False,False
3123,3123,-1.4827607870101929,Q80006_Computer_programming,Q219320_Input/output,False,False
3331,3331,-1.4830853939056396,Q80006_Computer_programming,Q246064_Best,False,False
2670,2670,-1.4851806163787842,Q80006_Computer_programming,Q188104_Phpmyadmin,False,False
6420,6420,-1.4859930276870728,Q80006_Computer_programming,Q8803_tcpip,False,False
6094,6094,-1.4860578775405884,Q80006_Computer_programming,Q81414_Internet_Protocol_Suite,False,False
2833,2833,-1.4886618852615356,Q80006_Computer_programming,Q197520_Numpy,False,False
6928,6928,-1.4893109798431396,Q80006_Computer_programming,Q965769_Continuous_Integration,False,False
2578,2578,-1.4907430410385132,Q80006_Computer_programming,Q184199_Build_Automation,False,False
4069,4069,-1.4911671876907349,Q80006_Computer_programming,Q360403_Lightroom,False,False
3428,3428,-1.4912537336349487,Q80006_Computer_programming,Q2613697_Julia_(Programming_Language),False,False
5098,5098,-1.4920052289962769,Q80006_Computer_programming,Q6030997_Information_assurance,False,False
2608,2608,-1.493208885192871,Q80006_Computer_programming,Q185612_Regular_expression,False,False
1927,1927,-1.4964932203292847,Q80006_Computer_programming,Q1414548_Concurrency_(computer_science),False,False
3517,3517,-1.498437762260437,Q80006_Computer_programming,Q272683_Instruction_set,False,False
4331,4331,-1.499534010887146,Q80006_Computer_programming,Q42515_Cartography,False,False
3039,3039,-0.6744725108146667,Q28865_Python_(programming_language),Q21198_Computer_science,False,False
6194,6194,-0.6876786947250366,Q28865_Python_(programming_language),Q8366_Algorithm,False,False
6534,6534,-0.726073145866394,Q28865_Python_(programming_language),Q9143_Programming_language,False,False
4207,4207,-0.7767425775527954,Q28865_Python_(programming_language),Q395_Mathematics,False,False
2931,2931,-0.7797439694404602,Q28865_Python_(programming_language),Q205084_Computational_complexity_theory,False,False
4338,4338,-0.7823873162269592,Q28865_Python_(programming_language),Q42848_Data,False,False
3394,3394,-0.7975035309791565,Q28865_Python_(programming_language),Q2539_Machine_learning,False,False
1267,1267,-0.8178584575653076,Q28865_Python_(programming_language),Q11660_Artificial_intelligence,False,False
2431,2431,-0.8314648270606995,Q28865_Python_(programming_language),Q175263_Data_structure,False,False
1644,1644,-0.8384883999824524,Q28865_Python_(programming_language),Q121416_Discrete_mathematics,False,False
1755,1755,-0.86259526014328,Q28865_Python_(programming_language),Q131476_Graph_theory,False,False
2769,2769,-0.8721151947975159,Q28865_Python_(programming_language),Q193076_Functional_programming,False,False
907,907,-0.9065710306167603,Q28865_Python_(programming_language),Q11205_Arithmetic,False,False
6058,6058,-0.9107131361961365,Q28865_Python_(programming_language),Q8078_Logic,False,False
1672,1672,-0.9218799471855164,Q28865_Python_(programming_language),Q12525525_Computation,False,False
6531,6531,-0.9302775263786316,Q28865_Python_(programming_language),Q9135_Operating_system,False,False
6283,6283,-0.9341257810592651,Q28865_Python_(programming_language),Q8513_Database_management_system,False,False
1736,1736,-0.9346838593482971,Q28865_Python_(programming_language),Q1301371_Computer_network,False,False
4981,4981,-0.9354908466339111,Q28865_Python_(programming_language),Q5862903_Probability_theory,False,False
4215,4215,-0.9376438856124878,Q28865_Python_(programming_language),Q3968_Algebra,False,False
3230,3230,-0.9414921998977661,Q28865_Python_(programming_language),Q232661_Parallel_computing,False,False
4770,4770,-0.9425830841064453,Q28865_Python_(programming_language),Q5300_Central_processing_unit,False,False
2504,2504,-0.9437981247901917,Q28865_Python_(programming_language),Q179310_Computing,False,False
6661,6661,-0.9460151791572571,Q28865_Python_(programming_language),Q9492_Probability,False,False
1526,1526,-0.9588173031806946,Q28865_Python_(programming_language),Q117801_Computational_science,False,False
4386,4386,-0.9623069167137146,Q28865_Python_(programming_language),Q44337_Matrix_(mathematics),False,False
4357,4357,-0.964948296546936,Q28865_Python_(programming_language),Q43260_Polynomial,False,False
2722,2722,-0.9661439657211304,Q28865_Python_(programming_language),Q190087_Data_type,False,False
2452,2452,-0.9720903635025024,Q28865_Python_(programming_language),Q176623_Random_variable,False,False
5891,5891,-0.9795299768447876,Q28865_Python_(programming_language),Q7600677_Computer_graphics,False,False
3658,3658,-0.9795903563499451,Q28865_Python_(programming_language),Q2878974_Theoretical_computer_science,False,False
3297,3297,-0.9817931652069092,Q28865_Python_(programming_language),Q2407_C/C++_Programming,False,False
6241,6241,-1.0042306184768677,Q28865_Python_(programming_language),Q844718_Theory_of_computation,False,False
913,913,-1.0145677328109741,Q28865_Python_(programming_language),Q11216_Numerical_analysis,False,False
6070,6070,-1.0281471014022827,Q28865_Python_(programming_language),Q8087_Geometry,False,False
6136,6136,-1.0316218137741089,Q28865_Python_(programming_language),Q82571_Linear_algebra,False,False
3963,3963,-1.03242027759552,Q28865_Python_(programming_language),Q333464_Analysis_of_algorithms,False,False
2626,2626,-1.0329606533050537,Q28865_Python_(programming_language),Q186152_Array_data_structure,False,False
1669,1669,-1.0451085567474365,Q28865_Python_(programming_language),Q12483_Statistics,False,False
3937,3937,-1.0497751235961914,Q28865_Python_(programming_language),Q327069_Conditional_probability,False,False
6077,6077,-1.0563147068023682,Q28865_Python_(programming_language),Q80993_Software_engineering,False,False
3378,3378,-1.062394380569458,Q28865_Python_(programming_language),Q251_Java_(programming_language),False,False
6355,6355,-1.0788872241973877,Q28865_Python_(programming_language),Q868299_Control_flow,False,False
1125,1125,-1.0981725454330444,Q28865_Python_(programming_language),Q1141518_Introduction_to_Algorithms,False,False
4585,4585,-1.1159712076187134,Q28865_Python_(programming_language),Q486902_Mathematical_model,False,False
4525,4525,-1.1226040124893188,Q28865_Python_(programming_language),Q47607_SQL,False,False
4622,4622,-1.1227718591690063,Q28865_Python_(programming_language),Q494756_Data_(computing),False,False
2028,2028,-1.1299018859863281,Q28865_Python_(programming_language),Q149972_Calculus,False,False
2451,2451,-1.1331508159637451,Q28865_Python_(programming_language),Q176452_Finite-state_machine,False,False
3664,3664,-1.1338907480239868,Q28865_Python_(programming_language),Q28865_Python_(programming_language),False,False
5768,5768,-1.1354283094406128,Q28865_Python_(programming_language),Q7397_Computer_software,False,False
3071,3071,-1.1391640901565552,Q28865_Python_(programming_language),Q214526_Automata_theory,False,False
5280,5280,-1.1407617330551147,Q28865_Python_(programming_language),Q638608_Software_development,False,False
4011,4011,-1.1412655115127563,Q28865_Python_(programming_language),Q3435924_Computational_problem,False,False
6175,6175,-1.1555345058441162,Q28865_Python_(programming_language),Q833585_Foundations_of_mathematics,False,False
814,814,-1.1610872745513916,Q28865_Python_(programming_language),Q11023_engineering,False,False
4037,4037,-1.1694622039794922,Q28865_Python_(programming_language),Q35127_website,False,False
1929,1929,-1.1732792854309082,Q28865_Python_(programming_language),Q141495_Mathematical_optimization,False,False
4951,4951,-1.1781573295593262,Q28865_Python_(programming_language),Q575650_Rust_(programming_language),False,False
2589,2589,-1.1805644035339355,Q28865_Python_(programming_language),Q184754_String_(computer_science),False,False
6408,6408,-1.1975284814834595,Q28865_Python_(programming_language),Q8789_Cryptography,False,False
5914,5914,-1.23209810256958,Q28865_Python_(programming_language),Q76592_Combinatorics,False,False
2879,2879,-1.2340383529663086,Q28865_Python_(programming_language),Q2005_JavaScript,False,False
