Q856741,Q200125
Q192161,Q121416
Q176769,Q5862903
Q1049878,Q175263
Q860654,Q193076
Q3240252,Q9143
Q1123036,Q9135
Q1049878,Q755662
Q193040,Q5297
Q74304,Q11216
Q232207,Q80091
Q205084,Q818888
Q180634,Q3435924
Q121416,Q395
Q1188504,Q176623
Q176769,Q11660
Q2914952,Q333464
Q874709,Q117801
Q176737,Q176640
Q856741,Q363874
Q179976,Q8366
Q619942,Q7600677
Q762268,Q80006
Q80998,Q42848
Q8366,Q121416
Q202843,Q8366
Q857102,Q9143
Q275596,Q868299
Q202400,Q9135
Q68,Q11205
Q1099110,Q42848
Q1152135,Q2539
Q194152,Q8366
Q79872,Q9143
Q186290,Q42848
Q9143,Q214526
Q207440,Q494756
Q2835898,Q8366
Q1579914,Q193076
Q80998,Q989632
Q176452,Q844718
Q333464,Q117801
Q2269096,Q621751
Q11368,Q9135
Q1049878,Q8513
Q211496,Q21198
Q1049878,Q8513
Q205084,Q2878974
Q1045706,Q555032
Q131476,Q395
Q2651576,Q12525525
Q161410,Q1301371
Q17995793,Q21198
Q176645,Q5862903
Q15777,Q68
Q333464,Q752718
Q132874,Q9143
Q176737,Q1363085
Q3510521,Q68
Q193076,Q179976
Q3478658,Q8078
Q2539,Q9492
Q7832483,Q8789
Q2631895,Q11660
Q3502995,Q8366
Q8789,Q395
Q186290,Q200125
Q380679,Q21198
Q352090,Q68
Q302088,Q21198
Q82571,Q395
Q192903,Q76505
Q189436,Q2539
Q176737,Q9492
Q179310,Q12525525
Q8513,Q42848
Q44455,Q5862903
Q80006,Q8366
Q944,Q176640
Q2462783,Q9492
Q55624999,Q8366
Q868299,Q9143
Q216861,Q80091
Q3478658,Q175263
Q8366,Q833585
Q752532,Q176452
Q483639,Q1301371
Q251,Q68
Q28865,Q877977
Q1301371,Q132364
Q2715623,Q363874
Q141495,Q12503
Q79872,Q190087
Q11660,Q175263
Q30642,Q21198
Q831672,Q395
Q844240,Q378859
Q752532,Q818888
Q11012,Q12525525
Q8789,Q12479
Q2005,Q9143
Q621751,Q8366
Q177571,Q938438
Q79872,Q877977
Q621751,Q1141518
Q47506,Q165436
Q857102,Q251
Q2308807,Q9135
Q622849,Q818888
Q1072174,Q44337
Q165436,Q37437
Q215206,Q8366
Q504843,Q131476
Q835922,Q9143
Q746242,Q12503
Q1045706,Q173212
Q1890437,Q21198
Q944,Q170058
Q2145211,Q11216
Q844240,Q8366
Q374195,Q11216
Q3240252,Q827335
Q223335,Q9143
Q80006,Q179310
Q1099110,Q938438
Q583461,Q1141518
Q583461,Q8366
Q47607,Q9143
Q5482740,Q80006
Q5752075,Q8366
Q68,Q173156
Q220543,Q186152
Q8513,Q8513
Q205692,Q176623
Q1414548,Q232661
Q897511,Q8789
Q14001,Q189900
Q11012,Q11660
Q193076,Q9143
Q465274,Q660848
Q165194,Q9143
Q835922,Q21198
Q175263,Q190087
Q373045,Q184754
Q7397,Q68
Q187466,Q177929
Q333464,Q178377
Q2737866,Q7600677
Q128570,Q333464
Q322202,Q21198
Q163468,Q275603
Q215206,Q205084
Q1962320,Q818888
Q207440,Q175263
Q2308807,Q9135
Q188522,Q638608
Q751443,Q184754
Q81414,Q1301371
Q172491,Q21198
Q75,Q1068715
Q431667,Q11538
Q2651576,Q21198
Q1071239,Q5862903
Q15777,Q80006
Q165194,Q80006
Q141495,Q44337
Q30642,Q8366
Q4055684,Q833585
Q189177,Q1070689
Q80006,Q11205
Q132874,Q275603
Q11216,Q44337
Q15777,Q179310
Q93312,Q1301371
Q812540,Q327069
Q8789,Q319400
Q2321565,Q11216
Q165436,Q9143
Q1301371,Q68
Q174989,Q179310
Q8513,Q175263
Q363874,Q395
Q874709,Q333464
Q14001,Q1301371
Q676835,Q179976
Q80998,Q631425
Q264164,Q9143
Q163310,Q214526
Q275596,Q877977
Q8134,Q141495
Q5862903,Q395
Q2919848,Q47607
Q177571,Q8366
Q177571,Q176623
Q40276,Q395
Q187787,Q21198
Q2539,Q200125
Q127879,Q751436
Q1376021,Q9492
Q621751,Q141495
Q8811,Q68
Q755662,Q190087
Q141495,Q486902
Q2308807,Q186152
Q149972,Q11205
Q1087987,Q232661
Q16338,Q68
Q944,Q9492
Q232661,Q1427251
Q2393193,Q205084
Q121416,Q3968
Q465274,Q11216
Q844240,Q21198
Q205084,Q844718
Q132874,Q193076
Q173212,Q21198
Q7135231,Q9143
Q44455,Q141495
Q874709,Q7600677
Q751443,Q214526
Q205692,Q5862903
Q44127,Q68
Q2919848,Q8513
Q844565,Q21198
Q2005,Q466
Q251,Q79872
Q1936256,Q9135
Q2878974,Q395
Q567759,Q232661
Q11660,Q9143
Q8366,Q395
Q374040,Q21198
Q220184,Q43260
Q275596,Q68
Q131222,Q176623
Q7600677,Q8366
Q189401,Q179310
Q202843,Q141495
Q812540,Q176623
Q207434,Q23808
Q751443,Q844718
Q844240,Q11660
Q8789,Q212108
Q727490,Q857102
Q189401,Q1589327
Q2539,Q141495
Q165436,Q21198
Q131476,Q117801
Q194152,Q752532
Q17995793,Q205084
Q220849,Q8366
Q3478658,Q21198
Q176452,Q8078
Q331716,Q21198
Q1579914,Q219320
Q188267,Q117801
Q194152,Q8366
Q170978,Q11660
Q580427,Q192588
Q175869,Q68
Q622849,Q844718
Q818888,Q21198
Q173326,Q21198
Q212542,Q9143
Q173212,Q68
Q163310,Q395
Q180634,Q205084
Q835922,Q752532
Q22725,Q93312
Q201339,Q121416
Q272683,Q68
Q2334061,Q210832
Q11288,Q9135
Q2539,Q21198
Q170978,Q80006
Q638608,Q80006
Q271977,Q11214
Q275596,Q1474542
Q80993,Q844718
Q2539,Q5862903
Q180368,Q1301371
Q170978,Q11476
Q2919848,Q8513
Q1123036,Q179310
Q1332643,Q271977
Q7600677,Q16338
Q12483,Q176640
Q80993,Q8366
Q9135,Q219320
Q80006,Q205084
Q179976,Q8078
Q500716,Q205084
Q11660,Q205084
Q1569697,Q8366
Q1503724,Q184754
Q201339,Q8366
Q47506,Q194152
Q37437,Q33742
Q796212,Q37437
Q30642,Q11660
Q75,Q1301371
Q30642,Q131476
Q275596,Q21198
Q183484,Q7600677
Q8513,Q9135
Q622849,Q163310
Q333464,Q12525525
Q141495,Q176623
Q127879,Q1058791
Q1189746,Q9143
Q11660,Q80006
Q812534,Q327069
Q192588,Q840540
Q2919848,Q192588
Q75,Q93312
Q163310,Q844718
Q175869,Q165436
Q30642,Q2539
Q555032,Q919509
Q192161,Q21198
Q79872,Q42848
Q180634,Q1047554
Q170978,Q21198
Q177571,Q210832
Q163468,Q184754
Q8366,Q333464
Q1049183,Q333464
Q34010,Q1034415
Q782543,Q21198
Q47146,Q68
Q812534,Q9492
Q178677,Q1414548
Q8366,Q8366
Q7600677,Q42848
Q11660,Q131476
Q170978,Q189436
Q844240,Q141495
Q176769,Q9492
Q378859,Q21198
Q319400,Q121416
Q2393193,Q163310
Q877977,Q80006
Q1418502,Q21198
Q187631,Q395
Q602136,Q2878974
Q2878974,Q21198
Q333464,Q1141518
Q1401416,Q176953
Q194152,Q9143
Q471906,Q8789
Q466,Q68
Q1199743,Q8366
Q82571,Q44337
Q1414548,Q21198
Q9143,Q21198
Q1401416,Q7600677
Q812534,Q176623
Q897511,Q189900
Q7003418,Q21198
Q8366,Q21198
Q282453,Q8366
Q43260,Q395
Q271977,Q11216
Q8513,Q8366
Q333464,Q395
Q333464,Q131476
Q580427,Q21198
Q163310,Q176452
Q465274,Q395
Q202843,Q44337
Q194152,Q33742
Q193076,Q264164
Q187432,Q68
Q11216,Q43260
Q188524,Q395
Q47607,Q80006
Q79872,Q223335
Q193076,Q1051282
Q839721,Q21198
Q8513,Q848010
Q477202,Q189900
Q8513,Q68
Q583461,Q327069
Q12483,Q42848
Q45003,Q9492
Q76592,Q3968
Q205084,Q8366
Q216861,Q170058
Q2068418,Q43260
Q189436,Q11660
Q21198,Q131476
Q42478,Q68
Q80998,Q3510521
Q11660,Q8366
Q249743,Q173212
Q1049878,Q192588
Q271680,Q80006
Q751436,Q9135
Q827246,Q9492
Q275603,Q80006
Q2539,Q80006
Q751443,Q176452
Q251,Q9143
Q188522,Q80006
Q1412924,Q1141518
Q827335,Q12503
Q874709,Q68
Q212542,Q216601
Q172491,Q9143
Q193040,Q68
Q333464,Q21198
Q857102,Q80006
Q534112,Q176623
Q186152,Q175263
Q676252,Q7600677
Q1026626,Q8366
Q938438,Q9492
Q844565,Q2914952
Q205084,Q43260
Q82571,Q43260
Q176645,Q327069
Q1074173,Q11660
Q1049183,Q80006
Q11288,Q68
Q176953,Q68
Q1376021,Q938438
Q1401416,Q478798
Q844565,Q80006
Q451553,Q8087
Q12483,Q395
Q176645,Q5862903
Q211496,Q68
Q868299,Q1034415
Q11660,Q395
Q555032,Q5300
Q8513,Q840540
Q925667,Q21198
Q3502995,Q11538
Q170978,Q101333
Q219320,Q68
Q272683,Q173212
Q141495,Q11205
Q623950,Q8366
Q897511,Q319400
Q395,Q833585
Q486902,Q12503
Q1271424,Q33742
Q28865,Q275596
Q1034415,Q877977
Q8789,Q205084
Q374195,Q141495
Q210832,Q9492
Q176737,Q5862903
Q2539,Q12483
Q638608,Q21198
Q619942,Q874709
Q7135231,Q877977
Q217608,Q395
Q189401,Q173212
Q21198,Q8078
Q2005,Q80006
Q333464,Q80006
Q271680,Q868299
Q2919848,Q580427
Q11216,Q8366
Q175263,Q494756
Q3403615,Q176623
Q170519,Q839721
Q352090,Q5300
Q55624999,Q378859
Q1332643,Q660848
Q380679,Q179976
Q232661,Q80006
Q380679,Q1141518
Q192588,Q8513
Q1859284,Q21198
Q79872,Q80006
Q193424,Q1301371
Q15777,Q11205
Q55624999,Q11660
Q910404,Q5862903
Q194152,Q835922
Q131476,Q121416
Q856741,Q5862903
Q748250,Q9492
Q8366,Q12503
Q135707,Q47146
Q28113351,Q12503
Q165436,Q272683
Q9820,Q117879
Q338047,Q184754
Q962139,Q80006
Q1156793,Q8366
Q80006,Q117801
Q363874,Q121416
Q580427,Q8513
Q621751,Q21198
Q163468,Q9143
Q30642,Q796212
Q1988917,Q730920
Q165436,Q80006
Q132874,Q21198
Q8513,Q216601
Q623950,Q208163
Q2165951,Q176953
Q176452,Q214526
Q812534,Q42848
Q2005,Q68
Q1401416,Q619942
Q193351,Q42848
Q275603,Q21198
Q79798,Q33742
Q192588,Q333464
Q2914952,Q80006
Q80091,Q395
Q176769,Q2539
Q746242,Q21198
Q831390,Q208163
Q989632,Q1301371
Q1301371,Q363874
Q2539,Q8366
Q11660,Q21198
Q534112,Q5862903
Q232207,Q200125
Q408386,Q9492
Q1143367,Q5862903
Q623276,Q192969
Q149972,Q395
Q860654,Q9143
Q192588,Q755662
Q874709,Q395
Q172491,Q8366
Q21198,Q395
Q477202,Q8789
Q2651576,Q205084
Q2878974,Q121416
Q331716,Q175263
Q220184,Q11216
Q2269096,Q202843
Q141495,Q395
Q8789,Q5862903
Q845566,Q80006
Q188522,Q868299
Q380679,Q8366
Q554950,Q2539
Q47146,Q80006
Q1188504,Q5862903
Q380679,Q395
Q288510,Q21198
Q3502995,Q21198
Q827335,Q21198
Q184609,Q11660
Q897511,Q8366
Q2393193,Q8366
Q989632,Q2526135
Q192588,Q8513
Q11660,Q68
Q755662,Q216601
Q170519,Q7600677
Q232661,Q2393193
Q174989,Q9135
Q366872,Q170978
Q352090,Q113678037
Q11216,Q117879
Q188522,Q9143
Q1099110,Q176623
Q339072,Q8513
Q762268,Q21198
Q176769,Q176645
Q831672,Q131476
Q47506,Q80006
Q177929,Q186152
Q165436,Q68
Q1589327,Q173212
Q194152,Q373045
Q22725,Q1301371
Q8789,Q189900
Q477202,Q141090
Q451553,Q395
Q8513,Q21198
Q176953,Q395
Q170978,Q80993
Q15777,Q9143
Q2539,Q8366
Q1759657,Q796212
Q1936256,Q68
Q9820,Q80006
Q210832,Q938438
Q232661,Q21198
Q205084,Q121416
Q212542,Q79872
Q331716,Q246064
Q486902,Q395
Q8513,Q21198
Q80998,Q189900
Q2914952,Q68
Q1143367,Q9492
Q8366,Q179310
Q175263,Q42848
Q1143367,Q1116876
Q210832,Q176623
Q190524,Q44337
Q128570,Q8366
Q856741,Q176645
Q193076,Q877977
Q845566,Q868299
Q215206,Q21198
Q844565,Q8513
Q11660,Q117801
Q12483,Q11205
Q11216,Q190524
Q189401,Q9135
Q275596,Q9143
Q751443,Q21198
Q338047,Q21198
Q190087,Q9143
Q8366,Q818888
Q80993,Q845566
Q163310,Q21198
Q9143,Q80006
Q232661,Q764810
Q11216,Q27058
Q638608,Q80993
Q80006,Q175263
Q224055,Q80006
Q9135,Q80006
Q3478658,Q8366
Q184754,Q494756
Q555032,Q232661
Q194152,Q80006
Q8366,Q8078
Q80993,Q79872
Q80993,Q9143
Q189177,Q8366
